Stationsindex;Datum;VGSL;VPGB;VPGH;TS05;TS10;TS20;TS50;TS100;ZFUMI;BF10;BF20;BF30;BF40;BF50;BF60;BFGSL;BFGLS;TSLS05;TSSL05;ZTKMI;ZTUMI;VPGPM;VPMB;VPWB;VPZB;VGLS;VWLS;VWSL;BFWLS;BFWSL;eor
         2932;20220413;    1.4;    3.7;    5.2;   13.5;   12.5;   10.8;    8.3;    7.5;    0;    3;    8;   71;   89;   91;   92;   59;   50;   14.0;   13.5;    0;    0;    3.1;    3.3;    3.4;    3.3;    0.5;    1.2;    1.4;   71;   82;eor                                                            
         2932;20220414;    1.2;    1.7;    0.6;   13.3;   13.0;   12.0;    9.2;    7.7;    0;    5;    7;   70;   88;   91;   92;   59;   51;   13.3;   13.3;    0;    0;    1.7;    1.4;    1.5;    1.4;    1.0;    1.5;    1.5;   71;   83;eor                                                            
         2932;20220415;    0.4;    1.0;    0.6;   10.1;   10.4;   10.8;    9.6;    7.9;    0;    5;    7;   70;   88;   91;   92;   59;   50;    9.8;   10.0;    0;    0;    1.2;    0.8;    0.9;    0.8;    0.3;    0.4;    0.4;   71;   82;eor                                                            
         2932;20220416;    0.9;    2.5;    2.0;   10.5;   10.3;   10.0;    9.4;    8.2;    0;    3;    6;   69;   88;   91;   92;   58;   50;   10.8;   10.5;    0;    0;    2.4;    2.3;    2.3;    2.3;    0.4;    0.8;    0.9;   70;   82;eor                                                            
         2932;20220417;    0.7;    2.6;    2.6;   11.0;   10.7;   10.3;    9.4;    8.3;    0;    2;    5;   69;   88;   90;   92;   58;   49;   11.3;   11.0;    0;    0;    2.5;    2.3;    2.4;    2.3;    0.3;    0.8;    0.9;   69;   81;eor                                                            
         2932;20220418;    0.7;    3.2;    2.9;   13.5;   12.7;   11.4;    9.6;    8.5;    0;    1;    4;   68;   88;   90;   92;   57;   49;   13.4;   13.4;    0;    0;    2.8;    2.8;    2.9;    2.8;    0.4;    1.0;    1.1;   68;   80;eor                                                            
         2932;20220419;    0.6;    3.1;    2.5;   12.9;   12.8;   12.2;   10.1;    8.6;    0;    1;    3;   67;   88;   90;   92;   57;   49;   12.5;   12.9;    0;    0;    2.9;    2.7;    2.7;    2.7;    0.4;    0.9;    1.0;   67;   79;eor                                                            
         2932;20220420;    0.3;    1.3;    1.4;   10.7;   10.9;   11.1;   10.3;    8.8;    0;    0;    3;   67;   88;   90;   91;   57;   48;   10.2;   10.7;    0;    0;    1.6;    1.2;    1.2;    1.2;    0.2;    0.5;    0.5;   66;   79;eor                                                            
         2932;20220421;    0.2;    0.8;    0.6;   10.3;   10.4;   10.6;   10.2;    8.9;    0;    0;    3;   67;   88;   90;   91;   56;   48;   10.0;   10.3;    0;    0;    1.1;    0.7;    0.8;    0.7;    0.2;    0.4;    0.4;   66;   79;eor                                                            
         2932;20220422;    0.4;    2.3;    1.7;   12.6;   12.0;   11.1;   10.1;    9.1;    0;    0;    2;   66;   87;   90;   91;   56;   48;   12.3;   12.5;    0;    0;    2.3;    2.0;    2.0;    2.0;    0.3;    0.8;    0.9;   65;   78;eor                                                            
         2932;20220423;    0.5;    3.8;    3.1;   13.0;   12.7;   11.9;   10.3;    9.1;    0;    0;    2;   65;   87;   90;   91;   56;   47;   12.5;   13.0;    0;    0;    3.5;    3.2;    3.3;    3.2;    0.4;    1.4;    1.5;   63;   77;eor                                                            
         2932;20220424;    0.9;    2.0;    2.1;   11.3;   11.4;   11.5;   10.5;    9.2;    0;    0;    2;   65;   87;   89;   91;   56;   47;   10.9;   11.3;    0;    0;    1.9;    1.6;    1.8;    1.6;    0.8;    1.7;    1.7;   63;   77;eor                                                            
         2932;20220425;    0.8;    1.7;    1.3;   11.4;   11.3;   11.1;   10.5;    9.3;    0;    0;    2;   65;   87;   89;   91;   56;   47;   11.4;   11.4;    0;    0;    1.6;    1.4;    1.6;    1.4;    0.7;    1.5;    1.5;   62;   76;eor                                                            
         2932;20220426;    0.4;    3.2;    2.8;   13.2;   12.6;   11.7;   10.5;    9.4;    0;    0;    1;   64;   87;   89;   91;   55;   47;   13.1;   13.2;    0;    0;    2.8;    2.9;    3.0;    2.9;    0.4;    1.5;    1.6;   60;   75;eor                                                            
         2932;20220427;    0.4;    3.2;    3.5;   14.1;   13.6;   12.7;   10.8;    9.5;    0;    0;    1;   63;   86;   89;   91;   55;   47;   14.1;   14.1;    0;    0;    3.0;    2.9;    3.2;    2.9;    0.4;    1.6;    1.7;   58;   74;eor                                                            
         2932;20220428;    0.4;    3.2;    2.9;   15.1;   14.6;   13.5;   11.2;    9.6;    0;    0;    1;   63;   86;   89;   90;   55;   46;   14.7;   15.1;    0;    0;    3.1;    2.8;    3.1;    2.8;    0.4;    1.6;    1.8;   56;   73;eor                                                            
         2932;20220429;    0.4;    3.1;    3.3;   16.0;   15.3;   14.2;   11.7;    9.8;    0;    0;    1;   62;   86;   89;   90;   54;   46;   15.7;   15.9;    0;    0;    2.9;    2.7;    3.0;    2.7;    0.3;    1.6;    1.8;   54;   72;eor                                                            
         2932;20220430;    0.4;    3.2;    3.1;   16.6;   16.0;   14.9;   12.2;   10.0;    0;    0;    1;   61;   86;   89;   90;   54;   45;   16.5;   16.4;    0;    0;    3.1;    2.9;    3.1;    2.9;    0.4;    1.6;    1.9;   52;   70;eor                                                            
         2932;20220501;    0.4;    3.5;    3.0;   16.0;   15.7;   14.9;   12.6;   10.2;    0;    0;    1;   60;   85;   89;   90;   54;   45;   16.0;   15.9;    0;    0;    3.2;    3.1;    3.4;    3.1;    0.4;    1.4;    2.1;   51;   69;eor                                                            
         2932;20220502;    0.5;    3.6;    3.9;   17.1;   16.4;   15.3;   12.8;   10.4;    0;    0;    1;   59;   85;   89;   90;   53;   45;   17.2;   16.9;    0;    0;    3.5;    3.2;    3.6;    3.2;    0.4;    1.5;    2.3;   49;   67;eor                                                            
         2932;20220503;    0.5;    3.8;    3.4;   17.0;   16.6;   15.7;   13.2;   10.7;    0;    0;    1;   59;   85;   88;   90;   53;   44;   17.2;   16.9;    0;    0;    3.6;    3.3;    3.7;    3.3;    0.4;    1.6;    2.4;   47;   66;eor                                                            
         2932;20220504;    1.1;    2.6;    3.3;   15.3;   15.3;   15.0;   13.4;   10.9;    0;    0;    1;   58;   84;   88;   90;   53;   45;   15.4;   15.2;    0;    0;    2.4;    2.0;    2.6;    2.0;    1.1;    2.1;    2.5;   47;   65;eor                                                            
